Server listening on 10.120.22.78:6969
CONNECTED: 10.120.101.115:14139
181807.2852402,3886,1792,55808,55552
181807.293241,3887,3072,57088,55552
181807.3052422,3888,2560,55808,55552
181807.3362453,3889,2048,55808,55040
181807.3372454,3890,2048,56064,55296
181807.3392456,3891,2048,55808,55040
181807.3722489,3892,3584,55808,55040
181807.373249,3893,2048,56064,55296
181807.3742491,3894,2304,56064,55296
181807.3762493,3895,1792,55808,55552
181807.3852502,3896,2048,55808,55552
181807.3892506,3897,2560,55808,55552
181807.3992516,3898,2304,55808,54784
181807.4202537,3899,2048,56064,55296
181807.4222539,3900,2048,55808,55296
181807.4422559,3901,2048,55808,55552
181807.443256,3902,2048,56064,55296
181807.5972714,3903,2048,55808,55040
181807.5992716,3904,2560,56064,55040
181807.6002717,3905,2048,56064,55296
181807.6012718,3906,2048,55808,55040
181807.6052722,3907,2048,55808,55040
181807.6062723,3908,2048,55552,55552
181807.6072724,3909,2048,55552,55296
181807.6092726,3910,2304,55808,55296
181807.6102727,3911,2048,55808,54784
181807.6112728,3912,2560,56064,55296
181807.6122729,3913,2048,55552,54784
181807.613273,3914,2560,55808,55296
181807.6142731,3915,2048,55808,55296
181807.6152732,3916,2304,56064,55552
181807.6162733,3917,2304,55808,55040
181807.6172734,3918,1792,55808,55808
181807.6392756,3919,2560,56064,55296
181807.6412758,3920,2304,56064,55040
181807.6412758,3921,2048,55808,55040
181807.6542771,3922,2304,56320,55552
181807.6812798,3923,2048,56064,54784
181807.68328,3924,2048,55552,55040
181807.6842801,3925,2048,55808,55296
181807.693281,3926,2048,56064,55296
181807.7112828,3927,2048,55552,54784
181807.7122829,3928,2304,56064,55296
181807.7412858,3929,2048,55808,55296
181807.7422859,3930,2048,55808,55040
181807.743286,3931,2048,55808,55040
181807.7792896,3932,1792,55808,55296
181807.7802897,3933,2560,56064,55296
181807.7822899,3934,2560,55808,55040
181807.7882905,3935,2048,55552,55040
181807.8062923,3936,2048,56320,55552
181807.8082925,3937,2048,56064,55296
181807.8562973,3938,1792,56064,55808
181807.8572974,3939,2304,56064,55296
181807.8592976,3940,2048,55552,55040
181807.8602977,3941,2048,55808,55040
181807.8622979,3942,2048,56064,55296
181807.8802997,3943,1792,56320,55296
181807.8812998,3944,2048,55808,55040
181807.893301,3945,1792,55296,54528
181807.9053022,3946,2048,55808,55552
181807.9063023,3947,2304,56064,55296
181807.9163033,3948,2304,55808,55552
181807.9463063,3949,2048,55808,55552
181807.9483065,3950,2304,55808,54784
181807.9493066,3951,1792,56064,55296
181807.9663083,3952,2304,55808,54784
181807.9683085,3953,2304,56064,55552
181807.9903107,3954,2560,55808,55296
181807.9913108,3955,2304,55808,55296
181807.9983115,3956,2304,55808,55296
181808.0123129,3957,2304,56064,54784
181808.0163133,3958,2048,55296,55552
181808.0493166,3959,2048,55552,55296
181808.0503167,3960,2560,55808,55552
181808.1503267,3961,1792,55808,54784
181808.1513268,3962,2048,56064,55296
181808.1523269,3963,2048,56064,55040
181808.153327,3964,2048,56064,55040
181808.1543271,3965,2304,55808,55040
181808.1553272,3966,2304,56064,55296
181808.1563273,3967,2048,56064,55040
181808.1573274,3968,2048,55552,55040
181808.1583275,3969,2304,55808,55040
181808.1583275,3970,2048,55552,55040
181808.2543371,3971,2816,55296,55808
181808.2563373,3972,2048,55808,55040
181808.2563373,3973,2048,55808,55296
181808.2573374,3974,2048,55808,55296
181808.2583375,3975,2304,56064,54784
181808.2593376,3976,2048,55808,55040
181808.2593376,3977,2048,56064,55552
181808.2603377,3978,2304,55808,55552
181808.2613378,3979,2048,55808,55552
181808.2623379,3980,2560,55808,54784
181808.2623379,3981,2304,55552,55040
181808.2973414,3982,2048,55808,55552
181808.2983415,3983,2048,55808,55040
181808.2993416,3984,2304,56064,55296
181808.3003417,3985,2304,55808,55296
181808.3063423,3986,2304,56064,55296
181808.3143431,3987,2048,55808,55552
181808.3243441,3988,2048,55808,55040
181808.3553472,3989,2048,55808,55040
181808.3563473,3990,2304,55808,55296
181808.3673484,3991,2304,55808,55808
181808.3683485,3992,2560,56064,55296
181808.393351,3993,2304,55808,55040
181808.3943511,3994,2048,56064,55040
181808.4023519,3995,2816,55040,54272
181808.4063523,3996,2048,55808,55040
181808.4163533,3997,2048,56320,55296
181808.4273544,3998,1792,55552,55040
181808.4583575,3999,2304,56320,55296
181808.4593576,4000,2048,55552,55040
181808.4603577,4001,1792,55808,55296
181808.4703587,4002,2304,55808,55040
181808.4973614,4003,2304,56064,54784
181808.4983615,4004,2304,55808,54784
181808.5073624,4005,1792,55808,55296
181808.513363,4006,2816,55296,54272
181808.5203637,4007,2048,56064,55552
181808.5293646,4008,2560,55808,55296
181808.6083725,4009,2048,56064,55296
181808.6093726,4010,2304,55808,55040
181808.6103727,4011,2560,55808,55552
181808.6113728,4012,2304,55808,55552
181808.6123729,4013,2048,55808,55296
181808.613373,4014,1792,56064,54784
181808.6613778,4015,1792,55808,54528
181808.663378,4016,2048,56064,55552
181808.6643781,4017,2304,55808,55296
181808.6653782,4018,2048,55808,55040
181808.6653782,4019,2304,55808,54784
181808.6663783,4020,2304,56064,55552
181808.6743791,4021,1792,55552,54528
181808.6763793,4022,2048,55552,55040
181808.7003817,4023,2048,55808,55296
181808.7023819,4024,2304,55808,55040
181808.7103827,4025,2816,55296,54272
181808.7163833,4026,2304,55552,55040
181808.7253842,4027,2304,55552,55040
181808.7343851,4028,2048,56320,55296
181808.7673884,4029,2304,55808,55296
181808.7693886,4030,2304,56064,55040
181808.7703887,4031,2304,56064,55552
181808.8023919,4032,2304,55808,55296
181808.8043921,4033,2304,55808,55040
181808.8053922,4034,2304,56064,55296
181808.8123929,4035,1280,56576,55808
181808.8253942,4036,2304,55808,55296
181808.8343951,4037,2816,56064,55808
181808.8683985,4038,1792,56320,55552
181808.8693986,4039,2304,56320,55040
181808.8713988,4040,2304,55552,55040
181808.8813998,4041,2304,56064,55040
181808.8834,4042,2048,55808,55552
181808.9104027,4043,2048,56064,55040
181808.9124029,4044,2304,56064,55296
181808.913403,4045,2304,55808,55296
181808.9254042,4046,2304,56064,55552
181808.9314048,4047,1792,56320,55040
181808.9414058,4048,2560,55808,55552
181808.9724089,4049,2560,56064,54784
181808.9744091,4050,2560,56064,55552
181808.9754092,4051,2304,56064,55040
181808.9824099,4052,2304,55808,55296
181809.0104127,4053,2560,55552,55296
181809.0114128,4054,2304,56064,55552
181809.0174134,4055,1792,55808,55040
181809.0314148,4056,2048,56064,55808
181809.0394156,4057,2304,56320,54272
181809.0744191,4058,2560,55552,54528
181809.0754192,4059,2048,55808,55552
181809.0774194,4060,2304,55808,55296
181809.0784195,4061,2048,56064,55296
181809.0854202,4062,2304,56064,55040
181809.1114228,4063,2304,55808,55040
181809.113423,4064,2304,55808,55296
181809.1184235,4065,2304,56064,55040
181809.1394256,4066,2048,55808,55296
181809.1404257,4067,2048,56064,55296
181809.163428,4068,2304,56064,55552
181809.1644281,4069,2304,56064,55296
181809.1764293,4070,2560,57088,55552
181809.1814298,4071,2048,55808,55296
181809.2154332,4072,2048,55808,55296
181809.2164333,4073,2304,55808,55040
181809.2184335,4074,1792,56320,55552
181809.2254342,4075,2048,55552,55808
181809.2314348,4076,2048,56064,55552
181809.243436,4077,2560,56064,54528
181809.3484465,4078,1536,56064,55552
181809.3504467,4079,2048,55808,54784
181809.3514468,4080,2304,56064,55040
181809.353447,4081,2048,56320,54784
181809.3544471,4082,2304,55552,55040
181809.3564473,4083,2048,56064,55552
181809.3574474,4084,2304,55808,55040
181809.3584475,4085,2304,56064,55040
181809.3594476,4086,2304,55552,55552
181809.3614478,4087,2304,55808,55552
181809.3894506,4088,1792,56576,55552
181809.3914508,4089,2304,56064,55296
181809.3924509,4090,2560,55808,54528
181809.393451,4091,2304,56064,55552
181809.4174534,4092,2304,55296,55296
181809.4184535,4093,2304,55808,55040
181809.4204537,4094,2560,55808,55296
181809.423454,4095,1792,56064,55296
181809.4344551,4096,1792,55808,54784
181809.4454562,4097,2304,55808,55552
181809.463458,4098,2048,55808,55808
181809.4704587,4099,2048,56064,55296
181809.4794596,4100,2048,55808,55552
181809.4844601,4101,2304,55808,55552
181809.5094626,4102,2304,55808,55296
181809.5104627,4103,2304,55552,55296
181809.5194636,4104,2304,56064,55552
181809.5274644,4105,2048,55552,55040
181809.5374654,4106,2048,55552,55040
181809.5474664,4107,2048,55808,55552
181809.573469,4108,2048,56064,55296
181809.5854702,4109,2048,56064,55296
181809.5874704,4110,2304,56064,55296
181809.5984715,4111,768,56832,56064
181809.6024719,4112,2048,55808,55296
181809.6214738,4113,2048,56064,55552
181809.623474,4114,2304,55552,55296
181809.6294746,4115,2048,55808,54784
181809.6394756,4116,2816,55296,54784
181809.6504767,4117,1792,56064,55296
181809.6914808,4118,2304,55808,55296
181809.6924809,4119,2048,56064,55552
181809.693481,4120,2048,55808,54784
181809.7314848,4121,2560,56064,55040
181809.7324849,4122,2048,55808,55552
181809.7344851,4123,2560,55552,54784
181809.7354852,4124,2048,56064,55552
181809.7424859,4125,2304,55808,55040
181809.7484865,4126,2048,55808,55552
181809.753487,4127,2304,55808,54528
181809.763488,4128,2048,55808,55296
181809.7764893,4129,2048,56064,55296
181809.7874904,4130,2304,55808,55040
181809.7944911,4131,2304,55808,55552
181809.8044921,4132,2560,56064,55552
181809.8254942,4133,2304,55808,55296
181809.8274944,4134,2304,55552,55296
181809.8344951,4135,2304,55808,55040
181809.8454962,4136,2304,55808,55040
181809.8554972,4137,1792,55808,55296
181809.8845001,4138,2304,56064,55040
181809.8925009,4139,2048,56064,55552
181809.893501,4140,2816,55808,56320
181809.8995016,4141,2048,56320,55296
181809.9065023,4142,2304,56064,55040
181809.9205037,4143,2048,55808,55296
181809.9325049,4144,2048,55808,55808
181809.943506,4145,2816,55552,55296
181809.9485065,4146,2560,55552,55296
181809.9575074,4147,2304,55808,55296
181809.98351,4148,2048,55552,55040
181809.9895106,4149,2304,55808,55040
181809.9905107,4150,2304,55552,55040
181809.9985115,4151,2304,56064,55808
181810.0095126,4152,2048,56320,55296
181810.0215138,4153,2048,55808,55040
181810.0315148,4154,2304,55808,55040
181810.0405157,4155,2048,56064,55808
181810.0505167,4156,2304,56064,55040
181810.0605177,4157,2304,55808,54784
181810.0765193,4158,2048,55808,55296
181810.0975214,4159,2560,55808,55040
181810.0995216,4160,2048,56320,55296
181810.1105227,4161,2048,55808,54784
181810.1355252,4162,2048,56320,55808
181810.1375254,4163,2048,56064,55552
181810.1415258,4164,2048,55552,55296
181810.1465263,4165,2048,56064,55552
181810.153527,4166,2048,55808,55296
181810.163528,4167,2048,55808,55040
181810.1875304,4168,2304,56064,55040
181810.1975314,4169,2304,55808,55040
181810.1985315,4170,2304,55552,55296
181810.2045321,4171,2048,55808,55296
181810.2145331,4172,2560,55296,55296
181810.2255342,4173,2048,56064,55040
181810.243536,4174,2304,56064,55552
181810.2475364,4175,2560,54784,55296
181810.2565373,4176,2304,55808,55296
181810.2655382,4177,2304,55552,55296
181810.3005417,4178,2304,55808,55040
181810.3015418,4179,2560,55808,55552
181810.3025419,4180,2048,55808,55296
181810.3125429,4181,2048,55552,55296
181810.3395456,4182,2304,55552,55296
181810.3405457,4183,2304,55808,55808
181810.3415458,4184,2304,55552,55040
181810.3485465,4185,2560,56320,55552
181810.3605477,4186,2048,56064,55552
181810.3685485,4187,2048,55808,55552
181810.3855502,4188,2304,55808,55552
181810.4025519,4189,2560,55808,55296
181810.4045521,4190,2048,55808,54784
181810.4105527,4191,1792,55808,55552
181810.4205537,4192,2304,56064,55808
181810.4415558,4193,2304,56064,55808
181810.443556,4194,2304,55808,55296
181810.4515568,4195,2560,56064,55296
181810.4615578,4196,2048,55808,55552
181810.4715588,4197,2560,55808,55040
181810.4925609,4198,2560,55808,55040
181810.503562,4199,2560,55808,55040
181810.5055622,4200,2304,56064,55296
181810.513563,4201,2304,56064,55296
181810.5225639,4202,2048,56064,55040
181810.543566,4203,2304,55552,55296
181810.5485665,4204,2304,56064,55040
181810.5545671,4205,2304,55808,55040
181810.5645681,4206,2304,56064,55040
181810.5745691,4207,2560,56064,55296
181810.6085725,4208,2304,56064,55296
181810.6095726,4209,2304,55808,54784
181810.613573,4210,1536,55808,55296
181810.6355752,4211,1792,56576,55552
181810.6365753,4212,2304,55808,55040
181810.643576,4213,2304,56576,55552
181810.6475764,4214,2048,56320,55040
181810.6565773,4215,2304,56320,55552
181810.6665783,4216,2304,56064,55296
181810.6775794,4217,2048,55808,55296
181810.7005817,4218,2304,55552,55040
181810.7105827,4219,1536,56064,55296
181810.7115828,4220,2304,56064,55552
181810.7185835,4221,2048,56064,55296
181810.7295846,4222,2304,55808,55296
181810.7395856,4223,2048,56064,54528
181810.7495866,4224,2304,55808,54784
181810.7595876,4225,2304,56064,55296
181810.7695886,4226,2304,56064,55040
181810.7795896,4227,2304,56064,55040
181810.7955912,4228,2048,56064,55296
181810.8055922,4229,2048,55808,55040
181810.8125929,4230,2560,55808,55296
181810.8225939,4231,2304,56064,55552
181810.8315948,4232,2048,56064,55296
181810.8505967,4233,2304,55808,55296
181810.8575974,4234,2816,55808,54784
181810.8615978,4235,2816,55808,55040
181810.873599,4236,2304,56064,55040
181810.8825999,4237,2048,56064,55296
181810.8926009,4238,2048,56064,55552
181810.9086025,4239,2304,55808,56064
181810.913603,4240,2304,55808,55296
181810.9246041,4241,2304,55808,55040
181810.9346051,4242,2560,56064,55040
181810.9526069,4243,2304,55808,55552
181810.9596076,4244,2816,55040,54016
181810.9646081,4245,2304,55808,54784
181810.9746091,4246,2304,56064,55296
181810.9876104,4247,1792,56320,55296
181811.0096126,4248,2304,55808,55296
181811.0176134,4249,2048,55808,55296
181811.0186135,4250,2048,56064,55552
181811.063618,4251,2304,55808,55296
181811.0646181,4252,2560,56064,55296
181811.0656182,4253,2304,55808,55552
181811.0676184,4254,2048,55808,54784
181811.0726189,4255,1536,55808,55040
181811.0796196,4256,2304,55808,55296
181811.0876204,4257,2304,56064,54784
181811.1206237,4258,2560,55808,55040
181811.1226239,4259,2048,55552,55040
181811.123624,4260,2048,55808,55296
181811.1576274,4261,2048,55808,55040
181811.1596276,4262,2048,55808,54784
181811.1606277,4263,2048,55808,54784
181811.163628,4264,2560,56064,54528
181811.1696286,4265,2304,55552,55040
181811.1806297,4266,2560,56064,55552
181811.1916308,4267,2304,55808,55552
181811.2246341,4268,2048,56064,55040
181811.2266343,4269,2304,56064,55296
181811.2276344,4270,1792,55808,55296
181811.2416358,4271,2304,56064,55296
181811.2486365,4272,2048,56064,55040
181811.2616378,4273,2304,56064,55040
181811.2686385,4274,1792,55808,56064
181811.273639,4275,2048,56064,55296
181811.2846401,4276,2048,56064,55552
181811.2946411,4277,2048,55808,55552
181811.3306447,4278,2048,56064,55040
181811.3316448,4279,2304,55808,55040
181811.333645,4280,2304,55808,55808
181811.3416458,4281,3072,55808,54784
181811.3806497,4282,1536,55808,54528
181811.3816498,4283,2304,55808,55040
181811.3826499,4284,2304,56064,55296
181811.3846501,4285,2560,55808,55040
181811.3896506,4286,2304,56064,55040
181811.4146531,4287,2048,56320,55552
181811.4296546,4288,2304,56064,55040
181811.4316548,4289,1280,56576,55808
181811.4326549,4290,2048,55808,55296
181811.4426559,4291,2304,55808,55808
181811.463658,4292,2048,55808,55296
181811.4646581,4293,2560,56064,55040
181811.4686585,4294,2304,55808,54784
181811.4796596,4295,1792,56064,55552
181811.4896606,4296,2304,55808,54784
181811.4996616,4297,2304,56064,55296
181811.5286645,4298,2304,56064,55040
181811.5306647,4299,2304,56064,55296
181811.5356652,4300,2304,55808,55040
181811.6016718,4301,1792,56320,55552
181811.6026719,4302,1792,56064,55040
181811.603672,4303,2048,56064,55296
181811.603672,4304,2304,55808,55296
181811.6046721,4305,2304,55808,55040
181811.6046721,4306,2304,55808,55040
181811.6326749,4307,2048,55808,55040
181811.633675,4308,2560,56064,55296
181811.6346751,4309,2304,55552,55040
181811.6426759,4310,2304,56320,54784
181811.6466763,4311,2560,56320,54784
181811.6696786,4312,2304,56064,55040
181811.6706787,4313,2048,55808,55552
181811.6756792,4314,2048,55552,55552
181811.6886805,4315,2048,56064,55040
181811.6956812,4316,2304,56064,55552
181811.7056822,4317,2048,56064,55296
181811.7346851,4318,2304,56064,55296
181811.7356852,4319,2304,56064,55040
181811.7446861,4320,1792,55808,55296
181811.7516868,4321,2048,55552,55040
181811.7716888,4322,2560,56064,55040
181811.7726889,4323,2304,55808,55552
181811.7786895,4324,2304,55808,55552
181811.7896906,4325,2048,56064,54784
181811.7976914,4326,1792,55296,54528
181811.8116928,4327,2304,55808,55296
181811.8366953,4328,2304,55808,55040
181811.8376954,4329,2304,56064,55552
181811.8416958,4330,2304,55808,55296
181811.8506967,4331,2048,56064,55296
181811.8646981,4332,2304,55808,55296
181811.8746991,4333,2304,55808,55296
181811.8796996,4334,2304,56064,55552
181811.8907007,4335,2304,55552,55296
181811.8997016,4336,2304,55808,55552
181811.9357052,4337,2304,55808,55552
181811.9397056,4338,2304,55808,55296
181811.9407057,4339,2304,56576,55296
181811.9467063,4340,1536,55808,53760
181811.9557072,4341,2048,56064,55552
181811.9757092,4342,2048,55808,55552
181811.9777094,4343,1792,55808,55296
181811.9827099,4344,2304,56320,55296
181811.9927109,4345,2304,56064,55296
181812.0027119,4346,2304,56064,55040
181812.0257142,4347,2304,56064,55808
181812.0427159,4348,2048,56064,55296
181812.043716,4349,2304,56064,55040
181812.0487165,4350,1536,56320,55552
181812.0697186,4351,2304,55808,54784
181812.0707187,4352,2048,55808,54784
181812.0787195,4353,2048,55552,55552
181812.0857202,4354,2304,55808,55552
181812.1007217,4355,2560,55808,55040
181812.1057222,4356,2048,56064,54784
181812.1177234,4357,2048,55808,55296
181812.1327249,4358,2048,55808,55296
181812.1427259,4359,2048,55808,55552
181812.1467263,4360,1792,56064,55552
181812.1827299,4361,2304,56064,55040
181812.18373,4362,2048,56064,55296
181812.1857302,4363,2304,55808,55296
181812.1887305,4364,2048,56320,55296
181812.1987315,4365,1792,55808,55040
181812.2087325,4366,2304,55808,54784
181812.2197336,4367,1792,56064,55296
181812.2327349,4368,2304,55808,54784
181812.2467363,4369,1792,55808,55296
181812.2517368,4370,2816,55808,54528
181812.2717388,4371,2048,56064,55296
181812.2727389,4372,2304,56064,55296
181812.2847401,4373,2048,56064,55552
181812.2917408,4374,2560,55552,54784
181812.3007417,4375,2304,55552,54784
181812.3117428,4376,2048,56064,55552
181812.3357452,4377,2048,56064,55040
181812.3507467,4378,1792,55808,55296
181812.3517468,4379,1792,55808,55040
181812.3607477,4380,2304,55552,55040
181812.3857502,4381,3072,56064,55296
181812.3867503,4382,2048,55808,55040
181812.3887505,4383,2048,56064,54784
181812.3957512,4384,2304,55808,55296
181812.4047521,4385,2560,55808,55296
181812.4157532,4386,2560,55808,55296
181812.4357552,4387,2304,55808,55552
181812.4407557,4388,2304,55808,55040
181812.4517568,4389,1280,56320,55808
181812.4567573,4390,2304,55552,54528
181812.4647581,4391,2304,55552,55552
181812.4907607,4392,2304,55808,55296
181812.4917608,4393,2048,56064,55552
181812.4967613,4394,2304,56064,55040
181812.5067623,4395,2048,55808,55040
181812.5167633,4396,2048,55808,54784
181812.5487665,4397,2048,56064,55296
181812.5927709,4398,2048,56064,55296
181812.593771,4399,2304,56064,55296
181812.5957712,4400,2048,55552,55040
181812.5967713,4401,2048,56064,55296
181812.5987715,4402,2304,56064,55040
181812.5997716,4403,2304,55808,55552
181812.6057722,4404,2048,55808,55552
181812.6097726,4405,2048,56064,55552
181812.6197736,4406,1792,56064,54784
181812.6367753,4407,2048,55808,55552
181812.6557772,4408,1792,55808,54784
181812.6577774,4409,2048,56064,55296
181812.6617778,4410,2048,56064,55296
181812.6717788,4411,2048,55552,55296
181812.6927809,4412,2048,55808,54784
181812.693781,4413,2304,56064,55552
181812.7017818,4414,2304,56064,54784
181812.7147831,4415,2048,56064,55040
181812.723784,4416,2048,55808,54784
181812.7477864,4417,2048,55808,55040
181812.7577874,4418,2816,55808,55040
181812.7587875,4419,2048,55808,55040
181812.7647881,4420,2304,56320,55552
181812.7747891,4421,2304,56320,55808
181812.7887905,4422,2304,55552,55040
181812.7947911,4423,2048,55808,54784
181812.8057922,4424,2048,56064,55296
181812.8147931,4425,2304,56064,55296
181812.8257942,4426,2304,56320,54784
181812.8607977,4427,2048,55808,55040
181812.8657982,4428,2304,55808,55040
181812.8667983,4429,1536,56576,55808
181812.8707987,4430,2560,55808,54528
181812.8767993,4431,1792,56320,55808
181812.8998016,4432,2048,56064,55040
181812.9018018,4433,2304,55808,55296
181812.9078024,4434,2048,55808,54784
181812.9198036,4435,1792,56064,54784
181812.9278044,4436,2048,55552,54784
181812.9508067,4437,2048,55808,55040
181812.9618078,4438,1792,56320,55296
181812.963808,4439,2048,55808,55040
181812.9688085,4440,2304,55552,54784
181812.9798096,4441,2048,56064,55552
181813.0008117,4442,2048,55808,55296
181813.0068123,4443,2304,55808,55552
181813.0108127,4444,2304,55040,54528
181813.0318148,4445,2560,55808,55040
181813.0358152,4446,2560,55808,55296
181813.0558172,4447,1792,55296,54784
181813.0658182,4448,2048,55808,55296
181813.0668183,4449,2048,55808,55296
181813.0718188,4450,2304,55552,54784
181813.103822,4451,2304,56064,55296
181813.1048221,4452,2560,55808,55040
181813.1058222,4453,2560,56064,55040
181813.1128229,4454,2816,55808,54528
181813.1228239,4455,2048,56064,55296
181813.133825,4456,2560,56064,55296
181813.1578274,4457,2304,56064,55296
181813.1678284,4458,2048,55808,55296
181813.1688285,4459,2048,56064,55040
181813.1748291,4460,1792,56064,55296
181813.1848301,4461,2048,56064,55552
181813.1958312,4462,2560,55808,55296
181813.2058322,4463,2304,56064,55296
181813.2168333,4464,2560,55808,55296
181813.2298346,4465,2048,56064,55552
181813.2358352,4466,1792,56320,55040
181813.2568373,4467,2048,56064,55808
181813.2688385,4468,2304,55808,55040
181813.2708387,4469,2304,56064,55552
181813.2818398,4470,2048,56064,55296
181813.2878404,4471,2304,55552,55296
181813.3058422,4472,2048,55808,55552
181813.3388455,4473,1792,56064,55808
181813.3408457,4474,2560,56064,55552
181813.3418458,4475,2304,56064,55296
181813.3728489,4476,2048,55808,55296
181813.373849,4477,2304,55808,55296
181813.3748491,4478,2304,55808,55296
181813.3768493,4479,2304,55808,55040
181813.4148531,4480,2304,55296,55040
181813.4158532,4481,2304,56064,55552
181813.4178534,4482,2304,56064,55296
181813.4188535,4483,2304,55808,55040
181813.4258542,4484,2304,55808,54784
181813.4318548,4485,2304,56320,54784
181813.4418558,4486,2048,55552,54784
181813.4748591,4487,2048,55808,55296
181813.4758592,4488,2048,55808,55040
181813.4768593,4489,2304,55808,54784
181813.4828599,4490,2304,55808,55296
181813.4948611,4491,2304,56064,55296
181813.513863,4492,2048,55808,55296
181813.5198636,4493,1792,55808,55040
181813.523864,4494,2560,55808,55808
181813.533865,4495,2304,56064,55296
181813.543866,4496,2048,56320,55040
181813.5598676,4497,1792,56064,55808
181813.5678684,4498,1792,56320,55296
181813.5768693,4499,2048,55808,54784
181813.5898706,4500,2048,56064,55040
181813.5958712,4501,1536,56064,56064
181813.6248741,4502,2304,55808,55040
181813.6258742,4503,2304,56064,55808
181813.6288745,4504,2560,56320,54784
181813.6378754,4505,2304,55808,55040
181813.6468763,4506,2304,55808,55040
181813.6788795,4507,2304,55808,55040
